날짜,요일,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
2019-03-27,2,18.3,0.0,2.6,41.0,0.0
2019-03-28,3,18.8,0.0,1.5,34.0,0.0
2019-03-29,4,16.3,0.0,1.6,56.0,0.0
2019-04-01,0,11.0,0.0,1.9,26.0,0.0
2019-04-02,1,11.7,0.0,1.9,21.0,0.0
2019-04-03,2,13.2,0.0,2.6,20.0,0.0
2019-04-04,3,16.8,0.0,2.3,23.0,0.0
2019-04-05,4,19.7,0.0,3.9,43.0,0.0
2019-04-08,0,17.9,0.0,1.3,46.0,0.0
2019-04-09,1,16.4,0.0,3.3,40.0,0.0
2019-04-10,2,9.8,0.0,2.1,71.0,0.0
2019-04-11,3,12.8,0.0,1.4,56.0,0.0
2019-04-12,4,16.7,0.0,3.2,27.0,0.0
2019-04-15,0,17.7,0.0,1.8,26.0,0.0
2019-04-16,1,20.4,0.0,1.5,27.0,0.0
2019-04-17,2,19.3,0.0,1.9,49.0,0.0
2019-04-18,3,21.6,0.0,2.3,39.0,0.0
2019-04-19,4,16.3,0.0,1.1,73.0,0.0
2019-04-22,0,23.3,0.0,1.5,53.0,0.0
2019-04-23,1,18.1,0.0,0.4,67.0,0.0
2019-04-24,2,19.0,0.0,0.6,87.0,0.0
2019-04-25,3,15.1,0.4,0.9,95.0,0.0
2019-04-26,4,14.5,0.0,1.6,61.0,0.0
2019-04-29,0,11.0,1.9,1.3,97.0,0.0
2019-04-30,1,17.3,0.0,1.3,80.0,0.0
2019-05-02,3,22.8,0.0,1.1,32.0,0.0
2019-05-03,4,24.5,0.0,2.5,27.0,0.0
2019-05-07,1,19.6,0.0,1.2,29.0,0.0
2019-05-08,2,21.4,0.0,1.4,34.0,0.0
2019-05-09,3,23.2,0.0,1.3,26.0,0.0
2019-05-10,4,24.6,0.0,1.2,27.0,0.0
2019-05-13,0,24.2,0.0,1.3,38.0,0.0
2019-05-14,1,26.2,0.0,1.7,59.0,0.0
2019-05-15,2,27.3,0.0,1.7,45.0,0.0
2019-05-16,3,28.0,0.0,1.5,33.0,0.0
2019-05-17,4,27.6,0.0,1.9,39.0,0.0
2019-05-20,0,19.2,0.0,1.0,69.0,0.0
2019-05-21,1,21.8,0.0,1.1,29.0,0.0
2019-05-22,2,26.4,0.0,2.9,27.0,0.0
2019-05-23,3,27.6,0.0,2.2,35.0,0.0
2019-05-24,4,29.1,0.0,2.5,43.0,0.0
2019-05-27,0,20.3,7.2,2.4,92.0,0.0
2019-05-28,1,23.7,0.0,2.9,25.0,0.0
2019-05-29,2,26.7,0.0,1.2,33.0,0.0
2019-05-30,3,27.5,0.0,1.5,30.0,0.0
2019-05-31,4,19.4,0.0,2.1,63.0,0.0
2019-06-03,0,27.9,0.0,1.7,42.0,0.0
2019-06-04,1,29.2,0.0,1.7,41.0,0.0
2019-06-05,2,30.0,0.0,1.5,43.0,0.0
2019-06-07,4,20.4,0.0,1.3,88.0,0.0
2019-06-10,0,21.2,0.0,2.1,59.0,0.0
2019-06-11,1,21.5,0.0,2.1,62.0,0.0
2019-06-12,2,24.7,0.0,1.8,50.0,0.0
2019-06-13,3,25.2,0.0,1.9,60.0,0.0
2019-06-14,4,21.4,0.0,0.7,70.0,0.0
2019-06-17,0,24.9,0.0,3.0,63.0,0.0
2019-06-18,1,25.1,0.0,1.0,69.0,0.0
2019-06-19,2,27.7,0.0,1.8,57.0,0.0
2019-06-20,3,28.7,0.0,1.2,53.0,0.0
2019-06-21,4,28.9,0.0,1.3,52.0,0.0
2019-06-24,0,24.6,0.0,1.0,61.0,0.0
2019-06-25,1,29.3,0.0,2.6,50.0,0.0
2019-06-26,2,17.5,9.3,1.1,95.0,0.0
2019-06-27,3,25.7,0.0,0.8,83.0,0.0
2019-06-28,4,28.2,0.0,1.9,72.0,0.0
2019-07-01,0,26.2,0.0,1.4,78.0,0.0
2019-07-02,1,27.7,0.0,1.1,57.0,0.0
2019-07-03,2,26.7,0.0,0.9,62.0,0.0
2019-07-04,3,30.6,0.0,2.7,40.0,0.0
2019-07-05,4,29.6,0.0,1.5,54.0,0.0
2019-07-08,0,25.7,0.0,2.4,55.0,0.0
2019-07-09,1,25.6,0.0,1.7,57.0,0.0
2019-07-10,2,21.7,0.1,1.2,85.0,0.0
2019-07-11,3,26.5,0.0,1.0,76.0,0.0
2019-07-12,4,27.5,0.0,1.9,57.0,0.0
2019-07-15,0,26.8,0.0,1.3,63.0,0.0
2019-07-16,1,26.7,0.0,1.4,67.0,0.0
2019-07-17,2,27.6,0.0,2.4,60.0,0.0
2019-07-18,3,22.8,0.1,0.6,87.0,0.0
2019-07-19,4,24.0,0.5,2.1,94.0,0.0
2019-07-22,0,29.8,0.0,0.9,75.0,0.0
2019-07-23,1,30.0,0.0,1.5,72.0,0.0
2019-07-24,2,27.6,0.0,1.3,81.0,0.0
2019-07-25,3,26.8,0.0,1.5,88.0,0.0
2019-07-26,4,28.7,0.0,2.1,80.0,0.0
2019-07-29,0,30.9,0.0,1.8,68.0,0.0
2019-07-30,1,30.6,0.0,1.8,71.0,0.0
2019-07-31,2,31.5,0.0,2.5,69.0,0.0
2019-08-01,3,32.0,0.0,1.6,60.0,0.0
2019-08-02,4,32.4,0.0,1.3,61.0,0.0
2019-08-05,0,33.8,0.0,0.9,56.0,0.0
2019-08-06,1,29.7,0.0,2.0,66.0,0.0
2019-08-07,2,30.9,0.0,1.6,70.0,0.0
2019-08-08,3,32.4,0.0,2.4,61.0,0.0
2019-08-09,4,32.4,0.0,1.8,58.0,0.0
2019-08-12,0,29.0,0.0,1.9,76.0,0.0
2019-08-13,1,32.5,0.0,1.2,63.0,0.0
2019-08-14,2,32.2,0.0,2.8,62.0,0.0
2019-08-16,4,31.5,0.0,2.9,55.0,0.0
2019-08-19,0,30.5,0.0,1.3,54.0,0.0
2019-08-20,1,30.6,0.0,2.2,57.0,0.0
2019-08-21,2,26.5,0.0,1.4,77.0,0.0
2019-08-22,3,26.3,0.6,1.3,91.0,0.0
2019-08-23,4,25.7,0.0,1.2,73.0,0.0
2019-08-26,0,28.7,0.0,1.8,59.0,0.0
2019-08-27,1,22.5,0.4,0.2,94.0,0.0
2019-08-28,2,25.0,0.0,0.6,84.0,0.0
2019-08-29,3,23.6,0.1,1.1,90.0,0.0
2019-08-30,4,27.5,0.0,1.0,48.0,0.0
2019-09-02,0,20.2,2.3,0.6,94.0,0.0
2019-09-03,1,21.8,9.0,0.9,96.0,0.0
2019-09-04,2,23.6,0.3,0.9,93.0,0.0
2019-09-05,3,27.6,0.0,0.9,80.0,0.0
2019-09-06,4,28.6,0.0,1.1,77.0,0.0
2019-09-09,0,29.3,0.0,1.4,72.0,0.0
2019-09-10,1,28.5,0.0,1.6,68.0,0.0
2019-09-11,2,29.8,0.0,0.8,68.0,0.0
2019-09-16,0,27.0,0.0,1.5,61.0,0.0
2019-09-17,1,26.0,0.0,2.1,49.0,0.0
2019-09-18,2,27.2,0.0,0.8,50.0,0.0
2019-09-19,3,23.6,0.0,2.0,54.0,0.0
2019-09-20,4,24.2,0.0,3.0,49.0,0.0
2019-09-23,0,19.3,0.0,1.3,77.0,0.0
2019-09-24,1,22.4,0.0,1.5,60.0,0.0
2019-09-25,2,23.5,0.0,1.6,54.0,0.0
2019-09-26,3,26.0,0.0,1.9,58.0,0.0
2019-09-27,4,25.2,0.0,1.5,61.0,0.0
2019-09-30,0,25.6,0.0,0.8,74.0,0.0
2019-10-02,2,20.3,6.8,0.1,97.0,0.0
2019-10-04,4,26.6,0.0,1.6,60.0,0.0
2019-10-07,0,17.2,0.0,0.9,80.0,0.0
2019-10-08,1,20.8,0.0,1.2,60.0,0.0
2019-10-10,3,21.0,0.0,1.5,46.0,0.0
2019-10-11,4,23.8,0.0,2.0,34.0,0.0
2019-10-14,0,19.9,0.0,1.7,57.0,0.0
2019-10-15,1,17.6,0.0,1.7,63.0,0.0
2019-10-16,2,18.8,0.0,2.2,52.0,0.0
2019-10-17,3,18.1,0.0,2.0,58.0,0.0
2019-10-18,4,15.0,0.6,0.0,93.0,0.0
2019-10-21,0,21.9,0.0,0.9,50.0,0.0
2019-10-22,1,22.1,0.0,1.5,55.0,0.0
2019-10-23,2,20.2,0.0,0.9,60.0,0.0
2019-10-24,3,20.0,0.0,2.5,62.0,0.0
2019-10-25,4,22.7,0.0,1.0,52.0,0.0
2019-10-28,0,16.2,0.0,1.3,49.0,0.0
2019-10-29,1,19.3,0.0,1.0,52.0,0.0
2019-10-30,2,16.2,0.0,0.7,46.0,0.0
2019-10-31,3,17.3,0.0,1.5,43.0,0.0
2019-11-01,4,19.5,0.0,0.9,56.0,0.0
2019-11-04,0,17.0,0.0,1.5,60.0,0.0
2019-11-05,1,17.5,0.0,1.3,53.0,0.0
2019-11-06,2,16.8,0.0,1.6,50.0,0.0
2019-11-07,3,17.7,0.0,1.4,48.0,0.0
2019-11-08,4,14.7,0.0,1.3,45.0,0.0
2019-11-11,0,18.0,0.0,0.7,47.0,0.0
2019-11-12,1,15.7,0.0,1.8,49.0,0.0
2019-11-13,2,14.0,0.0,0.5,66.0,0.0
2019-11-14,3,9.8,0.0,2.4,31.0,0.0
2019-11-15,4,12.6,0.0,1.4,42.0,0.0
2019-11-18,0,14.5,0.0,1.1,57.0,0.0
2019-11-19,1,9.1,0.0,3.8,42.0,0.0
2019-11-20,2,8.1,0.0,1.5,40.0,0.0
2019-11-21,3,11.4,0.0,1.6,28.0,0.0
2019-11-22,4,15.8,0.0,1.7,48.0,0.0
2019-11-25,0,10.5,0.0,2.0,41.0,0.0
2019-11-26,1,14.0,0.0,2.5,50.0,0.0
2019-11-27,2,12.0,0.0,1.0,61.0,0.0
2019-11-28,3,11.0,0.0,2.2,56.0,0.0
2019-11-29,4,10.6,0.0,1.6,35.0,0.0
2019-12-02,0,8.8,0.0,3.2,42.0,0.0
2019-12-03,1,6.5,0.0,0.9,52.0,0.0
2019-12-04,2,9.1,0.0,1.5,49.0,0.0
2019-12-05,3,8.6,0.0,1.7,33.0,0.0
2019-12-06,4,1.5,0.0,1.7,28.0,0.0
2019-12-09,0,6.5,0.0,1.1,46.0,0.0
2019-12-10,1,9.4,0.0,0.4,61.0,0.0
2019-12-11,2,14.6,0.0,1.4,65.0,0.0
2019-12-12,3,7.6,0.0,0.6,20.0,0.0
2019-12-13,4,5.4,0.0,0.5,36.0,0.0
2019-12-16,0,10.8,0.0,1.4,59.0,0.0
2019-12-17,1,9.1,0.0,1.1,74.0,0.0
2019-12-18,2,11.7,0.0,1.4,39.0,0.0
2019-12-19,3,9.6,0.0,2.5,18.0,0.0
2019-12-20,4,6.9,0.0,1.3,46.0,0.0
2019-12-23,0,9.1,0.0,0.5,58.0,0.0
2019-12-24,1,7.2,0.0,1.3,47.0,0.0
2019-12-26,3,6.1,0.4,0.7,75.0,0.0
2019-12-27,4,6.0,0.0,1.7,26.0,0.0
2019-12-30,0,6.8,0.0,0.2,87.0,0.0
2019-12-31,1,0.6,0.0,3.2,21.0,0.0
2020-01-02,3,4.7,0.0,1.2,52.0,0.0
2020-01-03,4,6.5,0.0,1.4,50.0,0.0
2020-01-06,0,3.5,0.3,0.7,85.0,0.0
2020-01-07,1,7.0,2.8,0.4,97.0,0.0
2020-01-08,2,8.6,0.0,0.6,59.0,0.0
2020-01-09,3,7.4,0.0,1.3,39.0,0.0
2020-01-10,4,4.6,0.0,1.1,50.0,0.0
2020-01-13,0,5.9,0.0,1.1,43.0,0.0
2020-01-14,1,4.0,0.0,0.7,42.0,0.0
2020-01-15,2,4.0,0.0,1.5,43.0,0.0
2020-01-16,3,3.3,0.0,0.7,40.0,0.0
2020-01-17,4,6.3,0.0,0.7,29.0,0.0
2020-01-20,0,6.9,0.0,1.0,43.0,0.0
2020-01-21,1,4.5,0.0,1.7,30.0,0.0
2020-01-22,2,4.8,0.0,0.8,61.0,0.0
2020-01-23,3,8.6,0.0,1.3,92.0,0.0
2020-01-28,1,10.3,0.0,2.4,59.0,0.0
2020-01-29,2,8.8,0.0,1.0,69.0,0.0
2020-01-30,3,8.6,0.0,1.7,48.0,0.0
2020-01-31,4,7.6,0.0,0.8,54.0,0.0
2020-02-03,0,7.4,0.0,1.4,48.0,0.0
2020-02-04,1,3.9,0.0,1.4,38.0,0.0
2020-02-05,2,2.1,0.0,4.1,16.0,0.0
2020-02-06,3,0.7,0.0,1.6,21.0,0.0
2020-02-07,4,6.1,0.0,0.9,24.0,0.0
2020-02-10,0,9.3,0.0,1.7,49.0,0.0
2020-02-11,1,10.4,0.0,0.7,37.0,0.0
2020-02-12,2,8.5,8.2,1.7,96.0,0.0
2020-02-13,3,13.4,0.0,0.7,73.0,0.0
2020-02-14,4,14.3,0.0,0.7,55.0,0.0
2020-02-17,0,1.8,0.0,3.9,40.0,0.0
2020-02-18,1,4.5,0.0,2.1,30.0,0.0
2020-02-19,2,7.2,0.0,1.4,37.0,0.0
2020-02-20,3,11.3,0.0,1.8,37.0,0.0
2020-02-21,4,12.0,0.0,1.6,50.0,0.0
2020-02-24,0,11.1,0.0,1.3,33.0,0.0
2020-02-25,1,8.3,4.6,0.6,96.0,0.0
2020-02-26,2,12.1,0.0,1.6,65.0,0.0
2020-02-27,3,9.2,0.0,2.0,54.0,0.0
2020-02-28,4,6.6,0.0,0.8,69.0,0.0
2020-03-02,0,10.2,0.0,3.8,26.0,0.0
2020-03-03,1,10.7,0.0,1.6,54.0,0.0
2020-03-04,2,11.5,0.0,2.2,33.0,0.0
2020-03-05,3,6.9,0.0,1.9,31.0,0.0
2020-03-06,4,9.5,0.0,1.8,34.0,0.0
2020-03-09,0,11.1,0.0,1.0,71.0,0.0
2020-03-10,1,10.8,2.1,0.6,92.0,0.0
2020-03-11,2,9.7,0.0,3.6,25.0,0.0
2020-03-12,3,13.0,0.0,0.9,26.0,0.0
2020-03-13,4,14.3,0.0,1.6,44.0,0.0
2020-03-16,0,9.3,0.0,1.8,32.0,0.0
2020-03-17,1,14.3,0.0,3.0,41.0,0.0
2020-03-18,2,16.2,0.0,0.8,27.0,0.0
2020-03-19,3,18.1,0.0,5.4,52.0,0.0
2020-03-20,4,13.7,0.0,1.5,25.0,0.0
2020-03-23,0,17.0,0.0,1.5,28.0,0.0
2020-03-24,1,15.3,0.0,1.6,36.0,0.0
2020-03-25,2,17.1,0.0,1.3,45.0,0.0
2020-03-26,3,10.3,2.1,1.1,92.0,0.0
2020-03-27,4,16.7,0.0,0.7,97.0,0.0
2020-03-30,0,15.7,0.0,1.7,46.0,0.0
2020-03-31,1,17.3,0.0,0.0,42.0,0.0
2020-04-01,2,17.8,0.0,1.1,30.0,0.0
2020-04-02,3,15.2,0.0,0.7,26.0,0.0
2020-04-03,4,17.2,0.0,1.6,22.0,0.0
2020-04-06,0,15.5,0.0,1.1,24.0,0.0
2020-04-07,1,18.6,0.0,1.1,29.0,0.0
2020-04-08,2,17.2,0.0,1.4,16.0,0.0
2020-04-09,3,15.1,0.0,1.5,21.0,0.0
2020-04-10,4,10.0,0.0,1.2,61.0,0.0
2020-04-13,0,12.0,0.0,2.8,37.0,0.0
2020-04-14,1,19.6,0.0,0.0,14.0,0.0
2020-04-16,3,17.6,0.0,1.5,43.0,0.0
2020-04-17,4,10.0,4.4,0.2,94.0,0.0
2020-04-20,0,17.3,0.0,1.1,56.0,0.0
2020-04-21,1,17.3,0.0,3.7,25.0,0.0
2020-04-22,2,13.4,0.0,3.0,26.0,0.0
2020-04-23,3,13.3,0.0,4.0,34.0,0.0
2020-04-24,4,15.9,0.0,2.1,24.0,0.0
2020-04-27,0,18.2,0.0,1.1,28.0,0.0
2020-04-28,1,19.1,0.0,2.6,25.0,0.0
2020-04-29,2,21.6,0.0,1.5,27.0,0.0
2020-05-04,0,24.9,0.0,0.9,63.0,0.0
2020-05-06,2,25.2,0.0,2.6,38.0,0.0
2020-05-07,3,22.0,0.0,2.8,33.0,0.0
2020-05-08,4,20.5,0.0,1.5,44.0,0.0
2020-05-11,0,25.6,0.0,0.7,32.0,0.0
2020-05-12,1,23.5,0.0,3.4,34.0,0.0
2020-05-13,2,22.2,0.0,1.3,31.0,0.0
2020-05-14,3,23.7,0.0,0.9,34.0,0.0
2020-05-15,4,15.6,2.1,0.0,92.0,0.0
2020-05-18,0,19.3,0.0,0.5,84.0,0.0
2020-05-19,1,15.7,0.0,1.8,74.0,0.0
2020-05-20,2,20.7,0.0,1.3,51.0,0.0
2020-05-21,3,18.7,0.0,1.2,64.0,0.0
2020-05-22,4,20.1,0.0,2.4,58.0,0.0
2020-05-25,0,23.2,0.0,1.3,58.0,0.0
2020-05-26,1,20.5,0.0,0.1,69.0,0.0
2020-05-27,2,24.4,0.0,1.6,35.0,0.0
2020-05-28,3,24.7,0.0,1.3,47.0,0.0
2020-05-29,4,26.5,0.0,1.8,42.0,0.0
2020-06-01,0,26.4,0.0,1.4,57.0,0.0
2020-06-02,1,26.6,0.0,2.5,29.0,0.0
2020-06-03,2,24.0,0.0,0.9,69.0,0.0
2020-06-04,3,28.7,0.0,1.6,60.0,0.0
2020-06-05,4,29.1,0.0,2.0,55.0,0.0
2020-06-08,0,29.7,0.0,0.9,40.0,0.0
2020-06-09,1,31.2,0.0,1.6,38.0,0.0
2020-06-10,2,31.7,0.0,1.1,51.0,0.0
2020-06-11,3,27.6,0.0,0.9,74.0,0.0
2020-06-12,4,28.1,0.0,1.2,79.0,0.0
2020-07-01,2,26.1,0.0,1.0,59.0,0.0
2020-07-02,3,25.5,0.0,0.8,72.0,0.0
2020-07-03,4,20.6,0.7,0.0,92.0,0.0
2020-07-06,0,23.3,0.0,0.0,87.0,0.0
2020-07-07,1,28.8,0.0,1.8,68.0,0.0
2020-07-08,2,29.5,0.0,1.6,57.0,0.0
2020-07-09,3,25.2,0.0,1.8,77.0,0.0
2020-07-10,4,24.1,0.0,1.1,90.0,0.0
2020-07-13,0,19.6,3.1,0.2,98.0,0.0
2020-07-14,1,22.3,0.0,1.2,86.0,0.0
2020-07-15,2,19.9,0.0,0.9,96.0,0.0
2020-07-16,3,25.4,0.0,1.5,68.0,0.0
2020-07-17,4,25.6,0.0,0.9,69.0,0.0
2020-07-20,0,27.2,0.0,1.5,88.0,0.0
2020-07-21,1,27.3,0.0,0.8,76.0,0.0
2020-07-22,2,24.3,0.0,0.4,92.0,0.0
2020-07-23,3,23.2,2.1,1.8,96.0,0.0
2020-07-24,4,21.0,0.3,1.5,94.0,0.0
2020-07-27,0,24.2,0.0,1.0,89.0,0.0
2020-07-28,1,27.6,0.0,0.9,90.0,0.0
2020-07-29,2,26.9,0.0,0.6,90.0,0.0
2020-07-30,3,29.1,0.0,2.6,81.0,0.0
2020-07-31,4,28.7,0.0,0.4,79.0,0.0
2020-08-03,0,29.0,0.0,1.7,79.0,0.0
2020-08-04,1,30.8,0.0,1.7,76.0,0.0
2020-08-05,2,29.1,0.1,1.5,89.0,0.0
2020-08-06,3,27.1,1.2,1.3,86.0,0.0
2020-08-07,4,26.8,0.0,1.2,86.0,0.0
2020-08-10,0,26.7,0.4,1.6,94.0,0.0
2020-08-11,1,26.9,3.1,3.1,86.0,0.0
2020-08-12,2,29.8,0.1,1.0,88.0,0.0
2020-08-13,3,30.9,0.0,2.7,72.0,0.0
2020-08-14,4,31.5,0.0,1.4,72.0,0.0
2020-08-18,1,32.2,0.0,1.6,64.0,0.0
2020-08-19,2,32.2,0.0,1.6,57.0,0.0
2020-08-20,3,33.1,0.0,1.5,56.0,0.0
2020-08-21,4,29.8,0.0,1.2,69.0,0.0
2020-08-24,0,31.1,0.0,2.3,62.0,0.0
2020-08-25,1,30.0,0.0,1.0,73.0,0.0
2020-08-26,2,30.1,0.0,2.6,72.0,0.0
2020-08-27,3,30.3,0.0,1.6,77.0,0.0
2020-08-28,4,28.2,0.0,0.9,86.0,0.0
2020-08-31,0,29.7,0.0,2.2,69.0,0.0
2020-09-01,1,28.4,0.0,1.5,69.0,0.0
2020-09-02,2,26.7,0.0,1.2,87.0,0.0
2020-09-03,3,28.7,0.0,3.5,55.0,0.0
2020-09-04,4,27.5,0.0,2.8,60.0,0.0
2020-09-07,0,21.4,0.0,1.6,82.0,0.0
2020-09-08,1,27.5,0.0,2.0,66.0,0.0
2020-09-09,2,25.5,0.0,1.2,69.0,0.0
2020-09-10,3,25.9,0.0,1.6,70.0,0.0
2020-09-11,4,23.3,0.0,0.9,78.0,0.0
2020-09-14,0,25.8,0.0,1.6,62.0,0.0
2020-09-15,1,27.1,0.0,1.0,56.0,0.0
2020-09-16,2,21.5,0.0,0.9,89.0,0.0
2020-09-17,3,22.9,0.0,0.7,87.0,0.0
2020-09-18,4,20.5,0.0,0.7,75.0,0.0
2020-09-21,0,22.7,0.0,2.0,45.0,0.0
2020-09-22,1,19.7,0.0,2.3,68.0,0.0
2020-09-23,2,21.6,0.0,1.5,66.0,0.0
2020-09-24,3,23.2,0.0,2.4,61.0,0.0
2020-09-25,4,24.7,0.0,1.9,58.0,0.0
2020-09-28,0,22.2,0.0,1.4,54.0,0.0
2020-10-05,0,19.6,0.0,2.3,36.0,0.0
2020-10-06,1,20.5,0.0,1.4,43.0,0.0
2020-10-07,2,21.3,0.0,2.9,44.0,0.0
2020-10-08,3,21.7,0.0,3.1,47.0,0.0
2020-10-12,0,22.8,0.0,1.3,47.0,0.0
2020-10-13,1,20.2,0.0,1.7,40.0,0.0
2020-10-14,2,19.3,0.0,1.6,45.0,0.0
2020-10-15,3,19.6,0.0,2.1,16.0,0.0
2020-10-16,4,15.2,0.0,0.5,55.0,0.0
2020-10-19,0,20.1,0.0,2.0,42.0,0.0
2020-10-20,1,20.1,0.0,2.3,42.0,0.0
2020-10-21,2,17.6,0.0,0.4,64.0,0.0
2020-10-22,3,16.0,0.0,0.8,83.0,0.0
2020-10-23,4,16.3,0.0,2.0,31.0,0.0
2020-10-26,0,18.6,0.0,1.2,42.0,0.0
2020-10-27,1,18.1,0.0,0.8,51.0,0.0
2020-10-28,2,16.6,0.0,0.3,67.0,0.0
2020-10-29,3,17.4,0.0,2.7,19.0,0.0
2020-10-30,4,17.6,0.0,1.7,43.0,0.0
